Inserción,Colisiones
0,0
1,0
2,1
3,1
4,2
5,2
6,3
7,4
8,3
9,5
10,6
11,4
12,7
13,8
14,9
15,10
16,5
17,11
18,6
19,7
20,8
21,12
22,9
23,10
24,11
25,12
26,13
27,14
28,15
29,16
30,17
31,18
32,13
33,19
34,20
35,21
36,14
37,22
38,23
39,15
40,24
41,16
42,25
43,26
44,27
45,17
46,28
47,29
48,18
49,30
50,19
51,20
52,31
53,32
54,33
55,21
56,34
57,22
58,23
59,35
60,24
61,36
62,37
63,25
64,38
65,26
66,39
67,40
68,27
69,41
70,28
71,29
72,30
73,31
74,32
75,33
76,42
77,43
78,34
79,35
80,36
81,44
82,37
83,38
84,45
85,46
86,39
87,40
88,41
89,42
90,47
91,48
92,49
93,50
94,51
95,52
96,53
97,43
98,54
99,44
100,55
101,45
102,56
103,57
104,46
105,47
106,58
107,48
108,49
109,50
110,51
111,52
112,53
113,54
114,59
115,55
116,60
117,56
118,57
119,58
120,59
121,61
122,62
123,63
124,60
125,64
126,61
127,65
128,66
129,67
130,68
131,69
132,70
133,71
134,62
135,72
136,73
137,74
138,75
139,63
140,64
141,65
142,66
143,67
144,68
145,69
146,70
147,76
148,71
149,77
150,78
151,79
152,80
153,72
154,81
155,82
156,73
157,74
158,83
159,75
160,84
161,85
162,76
163,77
164,86
165,87
166,78
167,88
168,89
169,90
170,91
171,92
172,93
173,94
174,95
175,96
176,79
177,80
178,81
179,82
180,97
181,83
182,84
183,85
184,86
185,87
186,98
187,99
188,88
189,100
190,89
191,90
192,101
193,91
194,92
195,93
196,94
197,95
198,102
199,103
200,104
201,105
202,106
203,107
204,96
205,108
206,97
207,109
208,98
209,110
210,111
211,99
212,100
213,112
214,113
215,101
216,102
217,103
218,104
219,105
220,106
221,114
222,115
223,107
224,116
225,117
226,108
227,109
228,110
229,111
230,118
231,112
232,119
233,113
234,114
235,115
236,120
237,116
238,117
239,118
240,119
241,121
242,122
243,123
244,124
245,120
246,125
247,121
248,122
249,123
250,126
251,127
252,124
253,128
254,129
255,130
256,125
257,131
258,132
259,126
260,127
261,133
262,134
263,128
264,135
265,136
266,129
267,137
268,130
269,131
270,138
271,132
272,139
273,140
274,133
275,134
276,141
277,142
278,143
279,135
280,144
281,136
282,137
283,145
284,138
285,139
286,140
287,146
288,141
289,142
290,147
291,148
292,143
293,144
294,145
295,149
296,146
297,147
298,150
299,148
300,151
301,152
302,149
303,153
304,150
305,151
306,154
307,152
308,153
309,154
310,155
311,156
312,157
313,155
314,156
315,157
316,158
317,158
318,159
319,160
320,159
321,160
322,161
323,162
324,161
325,163
326,162
327,164
328,165
329,166
330,167
331,163
332,164
333,165
334,166
335,167
336,168
337,169
338,170
339,171
340,168
341,169
342,172
343,170
344,171
345,172
346,173
347,173
348,174
349,175
350,174
351,175
352,176
353,177
354,178
355,176
356,177
357,178
358,179
359,180
360,181
361,182
362,183
363,179
364,184
365,180
366,185
367,186
368,187
369,188
370,181
371,182
372,183
373,189
374,190
375,184
376,185
377,191
378,192
379,186
380,187
381,188
382,189
383,190
384,191
385,192
386,193
387,193
388,194
389,194
390,195
391,196
392,197
393,198
394,199
395,200
396,201
397,202
398,203
399,204
400,205
401,195
402,206
403,207
404,196
405,208
406,197
407,209
408,210
409,211
410,198
411,212
412,199
413,200
414,201
415,202
416,213
417,203
418,204
419,205
420,206
421,207
422,214
423,215
424,216
425,208
426,217
427,209
428,218
429,219
430,220
431,210
432,221
433,211
434,222
435,212
436,213
437,214
438,215
439,216
440,217
441,223
442,218
443,224
444,219
445,225
446,226
447,227
448,220
449,221
450,222
451,223
452,228
453,224
454,225
455,226
456,227
457,229
458,230
459,231
460,232
461,228
462,229
463,230
464,231
465,233
466,232
467,234
468,235
469,233
470,234
471,235
472,236
473,237
474,238
475,239
476,240
477,236
478,237
479,241
480,238
481,242
482,239
483,240
484,241
485,242
486,243
487,244
488,243
489,245
490,244
491,245
492,246
493,247
494,248
495,246
496,249
497,247
498,250
499,248
500,251
501,252
502,253
503,254
504,249
505,255
506,256
507,257
508,258
509,250
510,259
511,251
512,252
513,253
514,260
515,261
516,262
517,263
518,264
519,254
520,265
521,266
522,255
523,256
524,267
525,257
526,258
527,268
528,269
529,259
530,270
